Country_Code,Year,n_films,worldwide_usd_sum,domestic_usd_sum,domestic_share,Country_Name.x,Indicator.Name,Indicator.Code,gdp_usd,Country_Name.y,Population,Male.Population,Female.Population,Annual.Growth.Rate,Rate.of.Natural.Increase,Population.Density,Natural.Increase,Total.Fertility.Rate,Crude.Birth.Rate,Life.Expectancy.at.Birth..Both.Sexes,Infant.Mortality.Rate..Both.Sexes,Crude.Death.Rate,Net.Migration.Rate,gdp_per_capita,box_per_capita,box_gdp_ratio,log_gdp,log_pop,log_box_sum,log_gdp_pc,box_class
CHE,2011,1,30519436,5704709,0.18692052500577008,Switzerland,GDP (current US$),NY.GDP.MKTP.CD,715888000000,Switzerland,8027848,3964249,4063599,0.58,0.23,200.7,18717,1.45,10.1,82.5,3.6,7.7,3.4,89175.5798066929,3.8016957969308836,4.263157924144559e-5,11.854845082661637,6.9045991409223,7.484576503583267,4.950245941739337,Low
CHE,2013,3,129669096,47197049,0.3639807051635495,Switzerland,GDP (current US$),NY.GDP.MKTP.CD,706235000000,Switzerland,8140760,4024077,4116683,0.9,0.22,203.5,17770,1.48,10.2,82.6,3.6,8,6.8,86752.956726399,15.928377203111257,1.83606159422855e-4,11.848949236775942,6.9106649513755425,8.112836483131842,4.938284285400399,High
CHE,2014,1,27515247,0,0,Switzerland,GDP (current US$),NY.GDP.MKTP.CD,726538000000,Switzerland,8212709,4061707,4151002,0.8600000000000001,0.26,205.3,21349,1.52,10.4,83,3.6,7.8,6,88465.08502858192,3.350325331142258,3.787172453471119e-5,11.861258334062427,6.914486434792101,7.439573415757226,4.946771899270326,Low
CHE,2015,2,63018044,14440985,0.22915635083818214,Switzerland,GDP (current US$),NY.GDP.MKTP.CD,694118000000,Switzerland,8282143,4098221,4183922,0.8300000000000001,0.23,207.1,18953,1.53,10.5,82.8,3.8,8.2,6,83808.98518656343,7.608905569488477,9.078866129390104e-5,11.841433306755498,6.918142724786833,7.7994649190983765,4.923290581968665,High
CHE,2019,1,50574061,0,0,Switzerland,GDP (current US$),NY.GDP.MKTP.CD,721369000000,Switzerland,8525316,4227581,4297735,0.6699999999999999,0.22,213.1,18392,1.52,10.1,83.7,3,8,4.6,84614.92805662571,5.932221280712644,7.010844796491116e-5,11.858157475079356,6.930710485554603,7.703927828045822,4.927446989524753,High
CHE,2021,1,116720921,86252,7.389592136614481e-4,Switzerland,GDP (current US$),NY.GDP.MKTP.CD,815309000000,Switzerland,8653376,4295257,4358119,0.8300000000000001,0.21000000000000002,216.4,18452,1.58,10.4,83.6,3,8.2,6.2,94218.60323647094,13.488483685442537,1.4316157554988354e-4,11.911322236422846,6.937185574762931,8.067148705750027,4.974136661659914,High
CHE,2022,1,26214659,4608096,0.17578317536001517,Switzerland,GDP (current US$),NY.GDP.MKTP.CD,828509000000,Switzerland,8724310,4332261,4392049,0.8,0.2,218.1,17075,1.58,10.3,83.7,3,8.3,6.1,94965.56174643038,3.004783071669851,3.164076551974692e-5,11.918297230473048,6.9407310889215,7.418544212788574,4.977566141551547,Low
CHE,2024,1,12419513,9002073,0.7248330107629825,Switzerland,GDP (current US$),NY.GDP.MKTP.CD,936564000000,Switzerland,8860574,4403105,4457469,0.75,0.16,221.5,14070,1.59,10.1,83.9,3,8.5,5.9,105700.14989999519,1.4016600956100587,1.3260720036217494e-5,11.97153746019192,6.947461856983883,7.094104566407439,5.024075603208037,Low
CHL,2015,1,27972023,12227722,0.4371411392018375,Chile,GDP (current US$),NY.GDP.MKTP.CD,242450000000,Chile,17458860,8588326,8870534,1.01,0.81,23.5,141275,1.83,13.7,79.3,6.9,5.6,2,13886.931907352484,1.6021677818597548,1.1537233656424005e-4,11.384622188451543,7.242015882446699,7.44672387666705,4.142606306004844,Low
CHL,2016,1,29777777,13960394,0.46881921373781527,Chile,GDP (current US$),NY.GDP.MKTP.CD,249345000000,Chile,17647710,8679270,8968440,1.1400000000000001,0.75,23.7,131632,1.76,13.1,79.6,6.7,5.7,4,14129.028638843227,1.6873451002991322,1.1942399887705789e-4,11.396800663935247,7.246688358512108,7.473892273245951,4.150112305423139,Low
CHL,2021,1,25246967,7086632,0.2806924095080411,Chile,GDP (current US$),NY.GDP.MKTP.CD,315326000000,Chile,18677357,9170762,9506595,0.55,0.21000000000000002,25.1,39834,1.27,9.5,78.5,5.5,7.4,3.3,16882.795568987625,1.3517419514977413,8.006623938400259e-5,11.498759781693016,7.27131541999224,7.402209212384141,4.227444361700776,Low
CHN,2000,1,2150929,1157764,0.5382623043345457,China,GDP (current US$),NY.GDP.MKTP.CD,1223750000000,China,1264580718,650257765,614322953,0.62,0.64,135.6,8130950,1.56,12.9,71.7,25.3,6.5,-0.3,967.712050785832,0.0017009028916729063,1.7576539325842697e-6,12.087692704811195,9.101946555517653,6.332626075000608,2.9857461492935413,Low
CHN,2001,1,6780490,1280490,0.1888491834660917,China,GDP (current US$),NY.GDP.MKTP.CD,1355040000000,China,1272058729,654005641,618053088,0.56,0.59,136.4,7473403,1.53,12.3,72.1,23.7,6.5,-0.3,1065.2338363852382,0.005330327794951989,5.003903943795017e-6,12.131952115522507,9.104507162485225,6.831261079797251,3.0274449530372816,Low
CHN,2002,1,177395557,53710019,0.302769809505432,China,GDP (current US$),NY.GDP.MKTP.CD,1489820000000,China,1278881333,657397614,621483719,0.51,0.53,137.1,6796803,1.48,11.8,72.5,22.3,6.5,-0.2,1164.9399843104911,0.138711507019862,1.1907180531876333e-4,12.173133800137789,9.106830248298643,8.24894273841258,3.0663035518391464,Low
CHN,2004,3,213246629,29603273,0.13882176303945232,China,GDP (current US$),NY.GDP.MKTP.CD,1984200000000,China,1291742125,663747024,627995101,0.53,0.55,138.5,7102529,1.55,12.1,73.2,19.6,6.6,-0.2,1536.065102777383,0.16508452025592957,1.0747234603366596e-4,12.297585445297347,9.111175822585054,8.3288821745721755,3.1864096227122927,Low
CHN,2005,2,133337783,58117418,0.43586608905894286,China,GDP (current US$),NY.GDP.MKTP.CD,2317550000000,China,1298657559,667179955,631477604,0.54,0.56,139.2,7283338,1.58,12.2,73.6,18.4,6.6,-0.2,1784.573603671605,0.10267355091104506,5.7533940152316024e-5,12.365029112607193,9.113494647729796,8.124953229859061,3.2515344648773974,Low
CHN,2006,5,213964045,39260990,0.18349339955692087,China,GDP (current US$),NY.GDP.MKTP.CD,2791500000000,China,1306046157,670863494,635182663,0.6,0.61,140,8025521,1.6600000000000001,12.8,73.9,17.3,6.7,-0.2,2137.367033345974,0.1638257911890935,7.664841303958446e-5,12.445837632186448,9.115958525619131,8.330340799657517,3.3298791065673177,Low
CHN,2007,5,241780756,21401413,0.08851578328260336,China,GDP (current US$),NY.GDP.MKTP.CD,3604060000000,China,1313912400,674796145,639116255,0.61,0.63,140.9,8215299,1.6800000000000002,12.9,74.2,16.2,6.7,-0.2,2742.998696107899,0.18401588720831008,6.708566339073156e-5,12.556792012454641,9.11856641129316,8.383421731199684,3.438225601161482,Low
CHN,2008,8,811253659,155194093,0.1913015630540287,China,GDP (current US$),NY.GDP.MKTP.CD,4667350000000,China,1322155068,678922338,643232730,0.64,0.6599999999999999,141.8,8755038,1.72,13.4,74.5,15.2,6.7,-0.2,3530.1078617504495,0.6135843507578643,1.7381461835945451e-4,12.66907036942367,9.121282394050755,8.909156668612649,3.547787975372913,Low
CHN,2009,2,144346909,4817770,0.03337632952015619,China,GDP (current US$),NY.GDP.MKTP.CD,5189580000000,China,1330729202,683219254,647509948,0.65,0.6699999999999999,142.7,8854896,1.71,13.4,74.8,14.3,6.8,-0.2,3899.8016968444044,0.10847203832534517,2.781475745628741e-5,12.715132211208132,9.124089687298508,8.15940748846879,3.591042523909624,Low
CHN,2010,10,828146263,181673526,0.21937371949476514,China,GDP (current US$),NY.GDP.MKTP.CD,6192560000000,China,1339197403,687455502,651741901,0.62,0.64,143.6,8528506,1.6500000000000001,13.2,75.1,13.4,6.9,-0.2,4624.083041176566,0.6183899857816555,1.3373245685144755e-4,12.791870223177565,9.126844598456934,8.918107046451642,3.6650256247206308,Low
CHN,2011,6,212816652,217099,0.0010201222411862772,China,GDP (current US$),NY.GDP.MKTP.CD,7671760000000,China,1347688290,691688816,655999474,0.64,0.6599999999999999,144.5,8894269,1.7,13.4,75.4,12.4,6.8,-0.2,5692.532952111649,0.1579123700778019,2.7740264554678456e-5,12.884895008095612,9.129589454820055,8.328005606652962,3.7553055532755573,Low
CHN,2012,4,423798192,57387,1.354111487101389e-4,China,GDP (current US$),NY.GDP.MKTP.CD,8673660000000,China,1356727626,696187943,660539683,0.69,0.71,145.5,9619403,1.81,13.9,75.8,11.5,6.8,-0.2,6393.073918286971,0.3123679240242728,4.886036482868824e-5,12.938202394176834,9.132492668294736,8.62715909959965,3.8057097258820978,Low
CHN,2013,25,1455624665,722325,4.962302558949838e-4,China,GDP (current US$),NY.GDP.MKTP.CD,9743120000000,China,1365719156,700633061,665086095,0.63,0.64,146.4,8792656,1.7,13.2,76.2,10.6,6.8,-0.2,7134.05824118059,1.065830158861739,1.4940026038886927e-4,12.988698051520041,9.13536140100045,9.163049405929478,3.8533366505195907,Low
CHN,2014,28,1961376375,44052070,0.022459773943183138,China,GDP (current US$),NY.GDP.MKTP.CD,10674500000000,China,1374339848,704853323,669486525,0.63,0.65,147.4,8871727,1.71,13.3,76.5,9.9,6.8,-0.2,7767.0017467178905,1.4271407307692354,1.837440980842194e-4,13.028347541558745,9.13809413873589,9.292560939869423,3.8902534028228564,Low
CHN,2015,39,4140004352,134803224,0.03256113098887873,China,GDP (current US$),NY.GDP.MKTP.CD,11280800000000,China,1382290295,708691336,673598959,0.52,0.54,148.2,7443168,1.58,12.2,76.9,9.1,6.8,-0.2,8160.948565438637,2.995032495688614,3.669956343521736e-4,13.052339899582226,9.14059925886838,9.617000797654375,3.9117406407138446,Low
CHN,2016,44,5300525661,774973362,0.14620688806434212,China,GDP (current US$),NY.GDP.MKTP.CD,11456000000000,China,1390038765,712397194,677641571,0.59,0.61,149,8455772,1.6900000000000002,13,77.1,8.5,6.9,-0.1,8241.496775811142,3.813221468683285,4.626855500174581e-4,13.05903300496378,9.14302691190218,9.724318941365178,3.9160060930616005,Low
CHN,2017,41,5731962608,577015084,0.10066623309696231,China,GDP (current US$),NY.GDP.MKTP.CD,12537600000000,China,1398073753,716231570,681842183,0.56,0.5700000000000001,149.9,8004203,1.7,12.7,77.3,7.9,7,-0.1,8967.767239100725,4.0999000200814155,4.5718180576824913e-4,13.098214409978624,9.1455300824798,9.758303348649202,3.952684327498824,Low
CHN,2018,37,6464341963,726387618,0.11236837750193755,China,GDP (current US$),NY.GDP.MKTP.CD,14147800000000,China,1404459395,719165100,685294295,0.35,0.37,150.6,5145081,1.47,10.7,77.5,7.3,7.1,-0.1,10073.484538155693,4.602726135062096,4.569149947695048e-4,13.150688911793667,9.147509187622784,9.810524322505962,4.0031797241708835,Low
CHN,2019,50,7144721464,811128837,0.11352840570301062,China,GDP (current US$),NY.GDP.MKTP.CD,14560200000000,China,1408718003,720950121,687767882,0.25,0.27,151,3738134,1.3800000000000001,9.8,77.7,6.8,7.2,-0.1,10335.780453570309,5.0717897043869895,4.90702151344075e-4,13.163167340519589,9.14882406479269,9.853985302545363,4.0143432757269,Low
CHN,2020,22,2484621184,139360827,0.05608936601580549,China,GDP (current US$),NY.GDP.MKTP.CD,14996400000000,China,1411361655,721861022,689500633,0.12000000000000001,0.12000000000000001,151.3,1729169,1.25,8.6,77.7,6.8,7.4,0,10625.48351577541,1.7604426017936559,1.656811757488464e-4,13.175987015870342,9.149638313999258,9.395260183717497,4.026348701871084,Low
CHN,2021,39,4523795593,104197715,0.023033250034823136,China,GDP (current US$),NY.GDP.MKTP.CD,18201700000000,China,1412197329,721806928,690390401,0,0,151.4,-57820,1.11,7.6,77.7,6.8,7.6,0,12888.921134618575,3.2033735655082802,2.4853698242471856e-4,13.260111952058718,9.14989538574419,9.655502973168156,4.110216566314529,Low
CHN,2022,9,1654738239,58430573,0.035311067105883207,China,GDP (current US$),NY.GDP.MKTP.CD,18316800000000,China,1411319078,720807641,690511437,-0.12000000000000001,-0.11,151.3,-1548681,1.09,7.2,77.1,6.8,8.3,-0.1,12978.496702501176,1.1724763483995078,9.033991958202305e-5,13.262849603407645,9.14962521230062,9.218729303036836,4.113224391107026,Low
CHN,2023,10,3469911628,91180200,0.02627738391497733,China,GDP (current US$),NY.GDP.MKTP.CD,18270400000000,China,1409294306,719198721,690095585,-0.17,-0.16,151.1,-2200862,1.06,6.9,77.3,6.8,8.4,-0.1,12964.218986917556,2.4621625257598962,1.8991985003065067e-4,13.261748055611493,9.149001697243403,9.540318414283474,4.112746358368091,Low
CHN,2024,2,24352682,2337607,0.09598971480841412,China,GDP (current US$),NY.GDP.MKTP.CD,18743800000000,China,1407929929,717912906,690017023,-0.03,-0.02,151,-227892,1.23,7.7,78.5,6.2,7.9,-0.1,13313.020494786286,0.017296799718787708,1.2992393218024094e-6,13.272857641606844,9.148581041023496,7.386546797733761,4.124276600583348,Low
COL,2004,1,12594630,6529624,0.5184450833410748,Colombia,GDP (current US$),NY.GDP.MKTP.CD,117092000000,Colombia,42012843,20603147,21409696,1.1400000000000001,1.45,40.4,608701,2.3899999999999997,19.9,73,17.6,5.4,-3.1,2787.052521058858,0.2997804742706891,1.075618317220647e-4,11.068527224068601,7.623382071146066,7.100185413492043,3.4451451529225343,Low
COL,2015,1,27972023,12227722,0.4371411392018375,Colombia,GDP (current US$),NY.GDP.MKTP.CD,293492000000,Colombia,45166122,22097315,23068807,0.55,1.09,43.5,492706,1.97,16.2,77.3,13,5.3,-5.4,6498.056220102315,0.6193142506235093,9.530761656195058e-5,11.467596267753287,7.654812803284399,7.44672387666705,3.812783464468888,Low
COL,2018,1,66308758,36108758,0.5445548836851989,Colombia,GDP (current US$),NY.GDP.MKTP.CD,334198000000,Colombia,46674420,22835041,23839379,3.2,1.05,44.9,489703,1.96,15.8,78.3,12,5.3,21.5,7160.196098848149,1.420665923647257,1.984115943243227e-4,11.524003846540129,7.669078929891292,7.821570893410454,3.8549249166488373,Low
CZE,2000,1,33978694,15391970,0.45298886413939277,Czechia,GDP (current US$),NY.GDP.MKTP.CD,62175642238,Czechia,10268900,4997347,5271553,-0.11,-0.18,132.9,-18091,1.1600000000000001,8.9,74.9,4.1,10.6,0.6,6054.7519440251635,3.308893260232352,5.464952636907895e-4,10.793620279972998,7.011523924657067,7.5312066823760695,3.7820963553159306,Low
CZE,2002,2,491482606,263771065,0.536684435583057,Czechia,GDP (current US$),NY.GDP.MKTP.CD,82607869610,Czechia,10235949,4980167,5255782,-0.03,-0.15000000000000002,132.5,-15457,1.1800000000000002,9.1,75.4,4.2,10.6,1.2,8070.367448098852,48.0153433746104,0.005949585775790351,10.917021422204138,7.010128113374414,8.69150815237794,3.906893308829724,High
CZE,2003,1,15461305,330033,0.02134574022050532,Czechia,GDP (current US$),NY.GDP.MKTP.CD,100436000000,Czechia,10238459,4983544,5254915,0.08,-0.17,132.5,-17603,1.1800000000000002,9.2,75.4,3.9,10.9,2.5,9809.67936678752,1.510120321817961,1.5394186347524792e-4,11.001889408018187,7.010234595491507,7.189246147433534,3.9916548125266784,Low
CZE,2004,5,637175634,306031157,0.48029325145223617,Czechia,GDP (current US$),NY.GDP.MKTP.CD,120148000000,Czechia,10247112,4990647,5256465,0.09,-0.09,132.7,-9513,1.23,9.5,75.9,3.8,10.5,1.8,11725.059704627021,62.18099636268248,0.0053032562672703665,11.079716545874891,7.010601483031562,8.804259159750446,4.069115062843329,High
CZE,2005,2,100652440,30292658,0.3009629771518703,Czechia,GDP (current US$),NY.GDP.MKTP.CD,137264000000,Czechia,10266924,5004604,5262320,0.3,-0.06,132.9,-5727,1.29,10,76.1,3.5,10.5,3.5,13369.535023342922,9.803563365229936,7.332763142557407e-4,11.137556650482205,7.011440347207349,8.002824307448135,4.1261163032748565,High
CZE,2006,2,110027789,62061106,0.564049378471106,Czechia,GDP (current US$),NY.GDP.MKTP.CD,156236000000,Czechia,10300229,5027242,5272987,0.35,0.01,133.3,1390,1.34,10.3,76.6,3.4,10.1,3.4,15168.206454439023,10.682072117037398,7.042409495890832e-4,11.193781111487137,7.012846880271269,8.041502385932628,4.180934231215868,High
CZE,2007,3,204172860,55582144,0.27223081461463583,Czechia,GDP (current US$),NY.GDP.MKTP.CD,190041000000,Czechia,10365254,5067385,5297869,0.91,0.1,134.2,9996,1.45,11.1,76.9,3.3,10.1,8.1,18334.427694680708,19.69781541291704,0.0010743621639540942,11.278847307020476,7.015579948923542,8.309998012307256,4.2632673580969325,High
CZE,2008,1,26937355,476270,0.017680652016502735,Czechia,GDP (current US$),NY.GDP.MKTP.CD,236506000000,Czechia,10455430,5122481,5332949,0.8300000000000001,0.14,135.4,14622,1.51,11.4,77.2,2.9,10,6.9,22620.399161010115,2.5763985794941,1.1389713157382899e-4,11.373842162975894,7.01934189873064,7.430354949764877,4.354500264245253,Low
